id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40262849,Lovely Room Next to Southern Cross,90729398,Valeria,,Melbourne,-37.81242,144.95425,Private room,37,7,5,2021-12-04,0.19,152,67,2,
40263194,"Studio 6 · Near Eateries, Epworth &CBD With AirCon",174864582,Belinda,,Yarra,-37.81476,144.99129,Entire home/apt,117,2,26,2022-01-01,1.01,9,179,3,
40263327,JOLONG PARK-Lakeview Private club house,59071825,Alan,,Greater Dandenong,-38.04571,145.14859,Entire home/apt,5000,1,1,2020-11-28,0.07,1,180,0,
40263615,Spacious 2BR| Center Living | Full Kitchen & More,290250033,LaVie,,Melbourne,-37.80837,144.961,Entire home/apt,137,2,17,2021-12-31,0.69,4,10,9,
40263843,"Studio 7 · with AirCon, Walk To Epworth & Eateries",174864582,Belinda,,Yarra,-37.81275,144.99197,Entire home/apt,131,2,31,2021-12-12,1.22,9,364,5,
40264244,Studio 8 · with AirCon Near CBD & Eateries,174864582,Belinda,,Yarra,-37.81428,144.99181,Entire home/apt,118,7,18,2022-01-01,0.69,9,179,4,
40264379,Private 2bed 2bath apartment in southbank,80893887,Mohab,,Melbourne,-37.82402,144.96266,Private room,160,4,1,2019-12-31,0.04,3,0,0,
40267208,Chic Apartment: Just off Chapel Street!,53518994,Georgina,,Stonnington,-37.83895,144.99765,Entire home/apt,154,2,14,2021-11-13,0.55,1,109,4,
40267364,Bright and comfy apartment,311052637,María,,Stonnington,-37.84409,144.99716,Entire home/apt,140,16,0,,,1,0,0,
40268625,New York style Collins St CBD Apartment + Gym,2793499,Luxuria Apartments,,Melbourne,-37.81755,144.95863,Entire home/apt,185,1,65,2022-01-02,2.52,9,322,44,
40269876,Pampas Grass Homestay,212900281,晔,,Greater Dandenong,-38.00519,145.14932,Private room,141,1,0,,,1,342,0,
40271210,Three-Bedroom private house,240113169,Fazal,,Melton,-37.71191,144.76543,Entire home/apt,120,5,1,2019-12-31,0.04,2,0,0,
40271783,"Walk to Chapel St, large Victorian house, peaceful",102032971,Marta,,Stonnington,-37.85159,144.9971,Private room,59,1,1,2020-01-01,0.04,1,0,0,
40272164,Stylish apartment with sea and city views,98114734,Am,,Port Phillip,-37.82949,144.94979,Entire home/apt,80,1,8,2020-07-05,0.32,4,0,0,
40272284,2 Bedroom Townhouse Fitzroy North,158805454,Jessica,,Yarra,-37.77811,144.9806,Entire home/apt,150,2,7,2020-03-07,0.28,1,0,0,
40273079,Spacious Master bedroom- natural light & storage,238979339,Soumya,,Stonnington,-37.86072,145.02067,Private room,35,5,0,,,1,0,0,
40275032,Furnished room for rent in Carnegie Bills included,311117636,Advait,,Glen Eira,-37.88757,145.0494,Private room,38,31,0,,,1,0,0,
40277156,Light-Filled Beachside Apartment in Trendy Area,279001183,MadeComfy,,Port Phillip,-37.84098,144.93784,Entire home/apt,135,3,23,2021-12-02,0.90,123,310,12,
40279216,Apartment to rent in St kilda,261648320,Hannah,,Port Phillip,-37.86384,144.99027,Entire home/apt,100,2,6,2020-02-03,0.24,1,0,0,
40279626,An entire floor in Luxury Suite in Camberwell,215996075,Janet,,Boroondara,-37.83964,145.05731,Private room,368,2,0,,,13,0,0,
40281305,An entire floor in Luxury Suite in camberwell,215996075,Janet,,Boroondara,-37.83758,145.05837,Private room,468,2,0,,,13,0,0,
40283258,Room to move,86318013,Andrew,,Hume,-37.56865,144.74856,Private room,45,1,0,,,1,0,0,
40283472,Art cultured apartment with artistic friends,228436695,Fredric & Eden,,Glen Eira,-37.90168,145.04519,Private room,56,20,8,2020-01-26,0.31,1,180,0,
40286172,Collingwood apartment,1432064,Clive & Darren,,Yarra,-37.80579,144.98436,Entire home/apt,125,2,4,2021-06-13,0.16,1,0,1,
40288202,Brand New 3BR House next to M3 freeway@Doncaster,193368830,Gem,,Manningham,-37.79468,145.1208,Entire home/apt,164,1,16,2020-03-14,0.63,38,0,0,
40288584,Big Family fun@ 5 bedrooms house in point cook,229484777,Sherry,,Wyndham,-37.90133,144.75213,Entire home/apt,136,2,14,2021-10-29,0.56,5,61,6,
40288844,Comfy & stylish apartment-Prefect for girls,62077663,Qiao,,Port Phillip,-37.85158,144.98009,Private room,74,2,5,2020-03-07,0.20,1,0,0,
40289069,PREMIUM 3Bed 2 * Sweeping Water Views*parking*NBN,200909382,Steve And Janet,,Melbourne,-37.82025,144.94103,Entire home/apt,473,2,2,2021-07-17,0.19,20,339,2,
40289383,Double / Twinshare Room in Carlton,90729398,Valeria,,Melbourne,-37.79972,144.9684,Private room,44,7,2,2021-12-19,0.08,152,82,1,
40289646,"""The Block"" Glasshouse Apartment as seen on TV!",55324450,Bruce,,Stonnington,-37.85137,144.99098,Entire home/apt,544,1,9,2021-05-22,0.37,57,289,4,
40290818,Lovely place 10min walking from Caulfield station,111496111,Pheobe,,Stonnington,-37.87921,145.04868,Private room,45,7,0,,,2,0,0,
40291029,Single Room in the hearth of Carlton,90729398,Valeria,,Melbourne,-37.79967,144.96756,Private room,36,7,5,2021-12-21,0.23,152,147,4,
40291617,Valley Farm Tiny Shed,436917,Jesse,,Yarra Ranges,-37.62962,145.51701,Entire home/apt,115,2,58,2021-11-14,2.30,2,75,27,
40293008,Amazing View from top of Melbourne Central Station,22860147,Adji,,Melbourne,-37.80962,144.9623,Entire home/apt,206,5,9,2021-11-09,0.36,17,10,7,
40293932,Classy On Collins BRAND NEW CBD 2BR,133673118,Peter & Lydia,,Melbourne,-37.81843,144.9577,Entire home/apt,173,2,28,2021-12-28,1.11,6,163,13,
40300546,CBD master bedroom with private bathroom,190424176,Xudong,,Melbourne,-37.80891,144.95985,Private room,65,60,0,,,1,0,0,
40301998,Unique Triple Level Executive  Southbank Loft,46333372,Nate,,Melbourne,-37.82195,144.96113,Entire home/apt,919,2,8,2020-02-29,0.32,14,0,0,
40302297,Box Hill 全新高层公寓Sky one独立卫浴单间出租,222623083,小淇,,Whitehorse,-37.82038,145.12289,Private room,61,1,0,,,1,0,0,
40309106,S2-MaribyMaid,60145749,Thomas,,Maribyrnong,-37.77856,144.88159,Private room,41,1,0,,,8,365,0,
40309156,Toorak Luxury Living,311463578,Peter,,Stonnington,-37.83715,145.0139,Entire home/apt,407,5,12,2021-12-28,0.49,1,309,6,
40309475,D1-MaribyMaid,60145749,Thomas,,Maribyrnong,-37.777,144.88097,Private room,46,1,1,2020-01-01,0.04,8,365,0,
40310616,宽敞舒适的四卧室度假屋,289990246,Maggie,,Manningham,-37.74047,145.15424,Entire home/apt,190,2,7,2021-10-29,0.28,1,15,3,
40310625,Family oasis 15 minutes from Melbourne City,4167913,Carolina,,Maribyrnong,-37.81649,144.87984,Entire home/apt,200,3,4,2021-01-01,0.16,1,0,0,
40311118,2.Near train and quiet big size room^^,254446610,Soo Kyeung,,Greater Dandenong,-37.96212,145.16836,Private room,45,2,8,2020-03-30,0.32,2,0,0,
40312139,Spacious Riverside 2 Bed Apartment,17413789,Shaun,,Stonnington,-37.83344,144.98947,Entire home/apt,91,1,2,2019-12-18,0.08,1,0,0,
40317253,Melbourne Central City Heritage Style Apartment,311535931,Cheng,,Melbourne,-37.81086,144.96418,Entire home/apt,80,20,0,,,1,0,0,
40317401,Beautiful bedroom near environmental park,135188846,Fariha,,Moreland,-37.76681,144.98254,Private room,47,1,3,2020-02-03,0.12,1,0,0,
40329008,Melbourne Malvern Hill includes Car Hire,68214023,Lino,,Stonnington,-37.85217,145.03817,Entire home/apt,225,7,0,,,1,0,0,
40329146,"Bluestone Cottage in a Private, Peaceful Setting",84014423,Anna & Gary,,Manningham,-37.72322,145.27707,Entire home/apt,219,2,97,2021-12-29,4.42,1,294,54,
40329378,Cozy room in St Kilda beach,24473572,Federica,,Port Phillip,-37.86905,144.98035,Private room,50,7,1,2020-01-14,0.04,1,0,0,
40329583,Modern apartment with breathtaking view,10303934,Marcela,,Stonnington,-37.83983,144.99616,Entire home/apt,150,3,2,2020-01-25,0.08,1,0,0,
40332615,1BR in St. Kilda West (near the beach),311666252,Venice Kaye,,Port Phillip,-37.85872,144.97335,Private room,30,6,8,2019-12-31,0.31,1,0,0,
40333705,A Warm & Welcoming Unit suitable for small family,304729209,Andrew,,Frankston,-38.12693,145.13294,Entire home/apt,79,6,2,2020-02-21,0.08,1,0,0,
40335089,Comfortable stay in amazing location,311703657,Matt,,Stonnington,-37.84582,145.00565,Private room,29,14,1,2019-12-13,0.04,1,0,0,
40338709,Waterfront apt Mel's Collins Street#2 Free Parking,213225288,Ming,,Melbourne,-37.82132,144.93957,Entire home/apt,88,1,72,2022-01-01,2.80,34,78,41,
40347231,"Spacious CBD Beauty! 2 bathroom, Pool, Gym,Netflix",120622114,Peter,,Melbourne,-37.80918,144.96605,Entire home/apt,220,4,16,2022-01-01,0.65,3,34,2,
40348875,Central City Boutique Beauty,295206556,Michelle,,Melbourne,-37.82114,144.95381,Entire home/apt,195,7,0,,,1,0,0,
40349495,1BR Apt Lv28*City view*Free Tram@Mel CBD,193368830,Gem,,Melbourne,-37.80872,144.9613,Entire home/apt,137,1,8,2020-01-27,0.31,38,0,0,
40350039,"One month sublet in Fitzroy North, Melbourne",62454916,Taylor,,Yarra,-37.78497,144.9826,Private room,40,14,0,,,1,0,0,
40350574,Tivoli Gardens Apartment,311881601,Rebekah,,Stonnington,-37.83852,144.99889,Entire home/apt,180,3,22,2021-06-08,0.89,1,165,10,
40350665,Bright Prahran Apartment! 600m from Chapel St,43971137,Talor,,Stonnington,-37.84751,144.98834,Entire home/apt,169,3,0,,,1,0,0,
40351942,Experience a get away in the heart of Briiiighton!,162441740,Martyn,,Bayside,-37.90491,145.00075,Entire home/apt,338,3,17,2021-12-28,0.68,3,157,4,
40352538,Altona North  Studio 12km CBD #A,311901151,Jess,,Hobsons Bay,-37.83024,144.8483,Entire home/apt,62,5,53,2022-01-05,2.11,5,50,25,
40352829,Peaceful city retreat,18249538,Joanna,,Melbourne,-37.81521,144.97762,Private room,120,2,2,2020-01-26,0.08,1,0,0,
40353778,1BD South Yarra Apt-mins to Chapel St/Pool & Gym!,311906878,Sarah,,Stonnington,-37.83645,144.99435,Entire home/apt,500,2,2,2021-12-20,0.08,1,181,1,
40356920,Private Room+Ensuite in the Heart of Glen Waverley,47370054,Huang,,Monash,-37.87482,145.1645,Private room,52,2,2,2020-03-19,0.09,1,0,0,
40357492,Amazing room with an city view,55121193,Laura Alicia,,Maribyrnong,-37.79972,144.90929,Private room,70,3,0,,,1,0,0,
40357559,king size silence room near bustation and westfiel,89433964,Sunny,,Manningham,-37.78313,145.13143,Private room,49,3,0,,,1,0,0,
40357767,Bliss out inn Brunswick,47798218,Nathan,,Moreland,-37.77637,144.95764,Entire home/apt,117,2,30,2021-12-04,1.21,1,181,26,
40359099,Serenity by the Botanical Garden*Free Parking,213225288,Ming,,Port Phillip,-37.83415,144.97269,Entire home/apt,84,1,97,2022-01-05,3.78,34,76,48,
40359169,SkyOne 全新公寓 超低价 舒适1.8米大床 私家车位20,303377247,Zhijian,,Whitehorse,-37.81898,145.12418,Entire home/apt,94,1,3,2020-06-13,0.12,2,0,0,
40360521,The mouth of the Mornington Peninsula - Room 1,2007614,Priscilla,,Frankston,-38.13184,145.13446,Private room,53,1,20,2021-01-10,0.81,2,157,1,
40372511,Comfort by the bay - 5 minute walk to St Kilda!,312056494,John,,Port Phillip,-37.85618,144.96689,Entire home/apt,146,2,19,2022-01-06,1.64,1,314,19,
40376549,Furnished room walk to local shops close air port,40908292,Tina,,Moreland,-37.70012,144.93903,Private room,26,90,0,,,12,358,0,
40377490,Plush Executive One Bedroom Apartment,276429979,Wayne,,Moreland,-37.71098,144.96271,Entire home/apt,190,1,2,2020-01-27,0.08,4,0,0,
40377799,Glamping tent in your own beautiful orchard,18768614,Lucy,,Yarra Ranges,-37.64784,145.53546,Entire home/apt,209,1,89,2022-01-06,3.46,2,90,61,
40380094,Beginning of the rainbow,5409366,Stuart,,Yarra Ranges,-37.65519,145.36884,Entire home/apt,195,2,29,2021-12-27,1.18,1,340,16,
40381602,Residential house in a quiet leafy area.,311718377,Stephen,,Moreland,-37.74476,144.98015,Entire home/apt,200,3,11,2022-01-03,0.44,1,161,7,
40381807,Modern 1 Bedroom with full kitchen & laundry,312135689,Avani,,Whitehorse,-37.8157,145.12093,Entire home/apt,184,1,42,2021-12-28,1.71,2,356,33,
40381877,"5 mins from La Trobe, near Hospital and Northland",224230722,Andy,,Banyule,-37.7328,145.05915,Private room,45,30,6,2020-03-28,0.24,3,365,0,
40381942,2 Bedroom with stunning views over Box Hill Garden,312135689,Avani,,Whitehorse,-37.8174,145.11882,Entire home/apt,258,1,8,2021-12-16,0.33,2,354,6,
40382074,Boxhill Central GardenView 3BR+2.5Bath FREEParking,274381441,Monolith International,,Whitehorse,-37.81512,145.12415,Entire home/apt,177,2,27,2021-09-13,1.05,1,0,10,
40383140,No better location! Room in sunlit beach apartment,312154991,Richard,,Port Phillip,-37.86965,144.97733,Private room,54,2,3,2020-01-27,0.12,1,0,0,
40384353,【5 BEDS】Walk to Train Melb CBD 14KM Airport 15mins,312163230,Jessica,,Brimbank,-37.78033,144.81629,Entire home/apt,152,2,27,2021-12-05,1.06,1,86,9,
40385234,Cozy and Compact 2BR Apartment in Melbourne CBD,312169087,Phyllis,,Melbourne,-37.80483,144.96267,Entire home/apt,75,90,0,,,3,179,0,
40385417,Gorgeous Apartment In Fitzroy/Collingwood,46481471,Anna,,Yarra,-37.8071,144.98221,Entire home/apt,110,21,2,2020-03-14,0.08,1,0,0,
40385924,"Retro, 2BR apartment in the centre of Northcote",37958937,Nicki,,Darebin,-37.77586,144.9974,Entire home/apt,100,1,2,2020-01-26,0.08,1,0,0,
40388028,"Refreshment Villa with 5 bedrooms, 25 mins to CBD",187009731,Emily,,Wyndham,-37.82279,144.699,Entire home/apt,318,3,15,2021-12-22,0.59,1,166,2,
40395897,Charming home in trendy Bridge Rd Cafe scene.,24025774,Julie,,Yarra,-37.81943,145.00549,Entire home/apt,125,3,21,2021-12-28,0.82,2,244,10,
40401956,Hearse Creek House,88051903,Yarra Valley Rentals,,Yarra Ranges,-37.80417,145.65429,Entire home/apt,269,2,32,2021-12-18,1.26,12,237,17,
40402517,Modern apartment with sea view and big balcony BBQ,56415429,Erika,,Port Phillip,-37.86025,144.97876,Entire home/apt,185,1,9,2020-02-28,0.36,1,25,0,
40402549,Melbourne City Fringe Delight in Flemington,15361143,Wil,,Moonee Valley,-37.77977,144.92155,Entire home/apt,98,28,15,2021-09-14,0.59,3,291,2,
40402634,Luxe 2-Bed Apartment with River Views Near Casino,279001183,MadeComfy,,Melbourne,-37.82612,144.96278,Entire home/apt,264,3,20,2021-12-21,0.79,123,341,10,
40403669,"Long Stay Discount, Parking, Lift, Degraves St🏖",4647935,Lisa,,Melbourne,-37.81776,144.96565,Entire home/apt,375,2,7,2021-05-26,0.28,13,275,4,
40407003,Studio Apartment - Quest St Kilda Road,265055892,Quest,,Port Phillip,-37.84253,144.97704,Entire home/apt,208,1,65,2021-12-04,2.55,6,353,20,
40407885,One Bedroom Apartment - Quest St Kilda Road,265055892,Quest,,Melbourne,-37.84138,144.97746,Entire home/apt,233,1,14,2021-11-27,0.61,6,351,8,
40407895,La Trobe University House,306824803,Jinli,,Darebin,-37.71356,145.05474,Private room,50,4,1,2019-12-28,0.04,2,365,0,
40408746,Albert Park Modern 2BR 2BT Cozy City Apartment,169671469,Nicole,,Port Phillip,-37.83772,144.97535,Entire home/apt,170,2,12,2020-12-21,0.47,1,0,0,
40411122,Cozy guest room in family home,7909189,Cate,,Stonnington,-37.83179,145.01269,Private room,80,1,0,,,1,0,0,
40413044,Cozy home and convenient location,312471778,Stephen,,Port Phillip,-37.88439,144.98539,Entire home/apt,75,7,0,,,1,0,0,
40420165,"Charming King Master Ensuite - Wi-Fi, AC, Netflix",81000253,Brendan,,Greater Dandenong,-37.97973,145.19046,Private room,69,1,0,,,1,0,0,
40428717,Quiet street close to everything,18420089,Owen,,Yarra,-37.82148,145.01123,Private room,60,1,0,,,1,0,0,
40428847,Lakeside Park Relax Cozy House 2mins to TownCentre,107809101,Young,,Wyndham,-37.8652,144.75437,Entire home/apt,248,3,29,2021-12-26,1.18,2,266,7,
40429733,Two Bedroom Apartment - Quest St Kilda Road,265055892,Quest,,Melbourne,-37.84151,144.97754,Entire home/apt,440,1,7,2021-04-05,0.31,6,349,3,
40429758,HDSTT14/InnerCBD/1Min->Station/FREE(Park/Pool/Gym),158100659,Nick,,Melbourne,-37.81516,144.95404,Entire home/apt,126,1,67,2021-12-26,2.70,4,125,57,
40430878,Two Bedroom Apartment - New Quest St Kilda Road,265055892,Quest,,Melbourne,-37.84149,144.97778,Entire home/apt,440,1,1,2021-04-05,0.11,6,349,1,
40432638,SPACIOUS Room with Private Ensuite CBD,312735818,Derrick,,Melbourne,-37.81314,144.95305,Private room,55,1,1,2019-12-13,0.04,1,0,0,
40432751,"Master room near Brighton beach, Caulfield",304946714,Krystal,,Glen Eira,-37.92995,145.03525,Private room,60,30,0,,,2,179,0,
40433339,Cozy Girls share room in quiet and peaceful area,86640011,Wanlin,,Whitehorse,-37.81629,145.21103,Shared room,28,3,0,,,9,342,0,
40436760,"Sorry, Not Available !",61605310,Ronit,,Kingston,-37.98823,145.09749,Private room,40,1,0,,,2,179,0,
40439283,Guesthouse - Safe and trendy 10km from city,110514182,Jaklina,,Darebin,-37.72661,144.99171,Private room,44,5,4,2020-02-16,0.16,1,7,0,
40440575,Tall Trees Chalet - Yarra Valley,60462562,Chris,,Yarra Ranges,-37.59143,145.51575,Entire home/apt,168,2,94,2021-12-12,3.84,1,167,45,
40441762,COSY 1 BEDROOM APARTMENT with SECURE PARKING 🚗,29141497,Zhixin,,Melbourne,-37.82478,144.96424,Entire home/apt,120,2,18,2021-07-04,0.70,2,0,12,
40449118,Step into a farm life,312911167,Frank &Susie,,Cardinia,-38.04963,145.54263,Entire home/apt,250,2,49,2022-01-04,1.98,1,162,31,
40451999,Xxxxxxxxxxx,311306784,Cephas,,Melton,-37.70913,144.55961,Private room,90,1,0,,,1,365,0,
40452011,Amazing brand new  apartment Doncaster East,225058199,Lee,,Manningham,-37.76232,145.17259,Entire home/apt,163,3,15,2021-12-19,0.58,6,315,5,
40452146,Contemporary City Stay with Balconies & Parking,154877871,Justin,,Port Phillip,-37.835,144.94556,Entire home/apt,119,2,44,2022-01-01,1.78,48,312,31,
40453675,Executive Room Next to Sydney Road,90729398,Valeria,,Moreland,-37.76672,144.96922,Private room,37,7,0,,,152,158,0,
40454039,Executive Room Next to Sydney Road,90729398,Valeria,,Moreland,-37.76475,144.96929,Private room,37,7,2,2021-12-12,0.20,152,173,2,
40454390,Executive Room Next to Sydney Road,90729398,Valeria,,Moreland,-37.76621,144.96921,Private room,37,7,0,,,152,129,0,
40455569,Executive Room Next to Sydney Road,90729398,Valeria,,Moreland,-37.76527,144.97045,Private room,37,7,2,2021-02-20,0.08,152,179,1,
40455826,Executive Room Next to Sydney Road,90729398,Valeria,,Moreland,-37.76541,144.96936,Private room,37,7,3,2021-12-12,0.13,152,150,2,
40455897,KENSINGTON-  3.5km CBD. Lux 4 bedrooms/3bathrooms,87566872,Melbstays,,Melbourne,-37.79527,144.92455,Entire home/apt,450,5,1,2019-11-30,0.04,2,88,0,
40456419,Executive Room in Brunswick East,90729398,Valeria,,Moreland,-37.77112,144.98004,Private room,37,7,0,,,152,89,0,
40456554,Your Quiet Escape,94159187,Stefan,,Bayside,-37.95939,145.0489,Private room,80,1,0,,,1,0,0,
40457597,Sensational room in the heart of Richmond.,233789456,Helen,,Yarra,-37.83077,145.00856,Private room,65,2,7,2020-03-16,0.28,1,0,0,
40458556,Forest Hill Double bed,313028923,Brett And Fiona,,Whitehorse,-37.83122,145.17933,Private room,40,1,22,2022-01-01,0.86,4,125,10,
40463349,Budget Private Room,102340148,Zeck Thai,,Monash,-37.90831,145.11671,Private room,35,1,1,2019-12-11,0.04,5,0,0,
40469678,Sunshine Garden House@ Glen waverley4分钟到购物中心花园别墅,49372696,Alice,,Monash,-37.87464,145.16179,Entire home/apt,174,3,0,,,1,0,0,
40470677,Large room in beautiful Brunswick West home!,313158066,Rebecca,,Moreland,-37.76258,144.93944,Private room,40,5,1,2020-02-22,0.04,1,0,0,
40472781,Sunlit cosy private room close to Chapel st!,21767618,Isabela,,Stonnington,-37.8425,144.99035,Private room,53,10,0,,,1,0,0,
40473489,Forest Hill 2 single beds,313028923,Brett And Fiona,,Whitehorse,-37.83125,145.1773,Private room,40,1,14,2021-12-05,0.56,4,90,7,
40474821,Inner Melb 6B3b Luxury Holiday House&Private Pool,310743533,Shum & Channy,,Glen Eira,-37.87086,145.01775,Entire home/apt,386,1,64,2021-12-07,2.49,4,121,27,
40476702,Private room and bathroom in a beautiful apartment,100718269,Himanshu,,Monash,-37.86742,145.11046,Private room,60,1,7,2020-12-27,0.27,1,0,0,
40490208,"Shophouse on Gertrude St, Newly renovated",282727714,Wade,,Yarra,-37.80644,144.97658,Entire home/apt,275,2,70,2022-01-05,2.75,1,302,38,
40490819,A place you call home,271945452,Maria Cristina,,Glen Eira,-37.92843,145.07919,Private room,85,14,0,,,1,365,0,
40490987,Yarra Glen Bed And Breakfast In theYarra Valley .,33946111,Ewen,,Yarra Ranges,-37.65801,145.36677,Private room,168,1,0,,,1,15,0,
40491439,Loft room over summer,7674894,Trent,,Boroondara,-37.80674,145.02871,Private room,42,10,3,2020-01-02,0.12,2,0,0,
40491966,Beautiful Ivanhoe bedroom for two,89974841,Mahyar,,Banyule,-37.75614,145.04339,Private room,40,1,4,2020-01-31,0.16,1,0,0,
40492036,D2-MaribyMaidst,60145749,Thomas,,Maribyrnong,-37.77653,144.88136,Private room,46,1,0,,,8,365,0,
40492600,Homely 2 bed apartment 15 mins walk to the beach.,82171508,Ollie,,Port Phillip,-37.85697,144.9855,Entire home/apt,137,4,1,2020-01-01,0.04,2,0,0,
40493298,Comfortable Apartment in Bentleigh Melbourne,293907565,Hannna,,Glen Eira,-37.91574,145.03925,Private room,50,1,1,2020-01-04,0.04,1,0,0,
40493308,Japandi Retreat near South Melb Market & The Tan,217684915,Ikigai,,Melbourne,-37.82621,144.96658,Entire home/apt,184,2,3,2020-02-23,0.12,2,0,0,
40493677,STUDIO BAYSIDE 2: Comfort Meets Vintage Art Style!,107232439,Lisa,,Frankston,-38.14289,145.13455,Entire home/apt,139,2,32,2022-01-01,1.27,3,180,10,
40494415,2BR-1BA-Amazing View FREE PARKING@Boxhill,193368830,Gem,,Whitehorse,-37.81671,145.11941,Entire home/apt,141,1,13,2020-04-05,0.53,38,0,0,
40494546,Luxury forest retreat next to Puffing Billy,195558850,Richard,,Yarra Ranges,-37.90856,145.36064,Entire home/apt,159,2,111,2022-01-05,4.50,1,157,69,
40494762,Entire Apartment in Australia's Tallest Building,313494938,Simon,,Melbourne,-37.82413,144.96511,Entire home/apt,110,2,1,2019-12-28,0.04,1,0,0,
40496894,Converted Mansion apartment,24022419,Courtney,,Melbourne,-37.83138,144.98777,Entire home/apt,180,4,0,,,1,0,0,
40497316,6 Bdrms/9 Beds Spacious|City+Park Views|Beach,89311216,Stanley,,Frankston,-38.14858,145.14382,Entire home/apt,686,1,2,2021-11-23,0.67,1,353,2,
40507160,Cozy Home Girl-Only Room(Free Tram) Gym Pool Sauna,32423053,Anna,,Melbourne,-37.81169,144.97122,Shared room,33,2,2,2019-12-14,0.08,2,0,0,
40507622,温馨之家,96722032,春妹,,Monash,-37.91147,145.16986,Private room,70,1,0,,,1,177,0,
40510306,The Harmony Shed,272422171,David,,Yarra Ranges,-37.6124,145.40299,Entire home/apt,139,2,38,2022-01-05,1.52,1,66,23,
40510561,Enjoy Open Spacious Living Just Off Chapel,5383441,Hometime,,Stonnington,-37.84864,144.98938,Entire home/apt,290,2,11,2020-02-25,0.44,7,0,0,
40510584,gorgeous cosy home in great location,16449210,Heidi,,Melbourne,-37.80095,144.95035,Private room,100,14,0,,,1,0,0,
40511055,Stylish & Spacious 2 Bedroom Richmond Retreat,4410443,Andrew,,Yarra,-37.819,145.00418,Entire home/apt,130,2,1,2019-12-22,0.04,1,0,0,
40514353,132*Homely Glen Waverley Retreat*3Bd1Bt,260053901,Jeremy,,Monash,-37.89166,145.14808,Entire home/apt,152,2,4,2020-05-30,0.16,9,0,0,
40515360,Stunning 1 Bedroom at New landmark Australia 108,215750094,Tiffany,,Melbourne,-37.82378,144.96499,Entire home/apt,116,1,25,2021-12-10,1.02,17,153,19,
40517170,5 Bedroom holiday house in Narre Warren,46693634,Yiran,,Casey,-37.98349,145.27863,Entire home/apt,295,5,20,2021-11-07,0.82,3,342,7,
40519215,"Cute, quiet one-bedroom in Prahran",313692090,Lucinda,,Stonnington,-37.857,145.00446,Entire home/apt,54,14,14,2021-09-30,0.57,1,25,7,
40519765,经济实惠 干净卫生,255013133,Jun,,Monash,-37.86426,145.17832,Private room,28,2,3,2020-02-21,0.12,3,0,0,
40519985,经济实惠 干净卫生 双人床,255013133,Jun,,Monash,-37.86537,145.17868,Private room,50,4,2,2019-12-26,0.08,3,0,0,
40520332,1 Bdrm Apt in one of Melbourne’s best locations,47945255,Joanna,,Melbourne,-37.83417,144.98686,Entire home/apt,149,2,30,2021-12-22,1.25,1,235,15,
40521372,The Amazing Wiltshire of warehouse conversion!,55324450,Bruce,,Melbourne,-37.81315,144.95477,Entire home/apt,322,1,30,2021-12-27,1.22,57,324,16,
40521639,Amazing City Views from Brunswick Penthouse,4032931,Clayton,,Moreland,-37.77003,144.96479,Entire home/apt,198,2,0,,,2,0,0,
40521781,Rent a beautiful private room,310616140,Jhon,,Hobsons Bay,-37.83307,144.84936,Private room,100,3,0,,,1,179,0,
40523432,*Modern house near airport*,295051178,Fernanda,,Hume,-37.62939,144.88139,Entire home/apt,250,5,10,2021-06-11,0.42,1,8,6,
40528610,Maribyrnong Summus West Airport Terminal,122339898,David,,Maribyrnong,-37.77536,144.88191,Entire home/apt,109,1,108,2021-12-21,4.44,3,151,45,
40535129,Warehouse Loft Apartment,3435060,Daniel,,Yarra,-37.80165,144.98345,Entire home/apt,250,2,8,2022-01-01,0.35,1,0,4,
40538514,Domi Rentals - The Alma Apartment,45356831,Domi,,Port Phillip,-37.86497,145.00106,Entire home/apt,228,6,2,2020-10-06,0.08,53,268,0,
40538875,"One bed, great location!",308850897,Martha,,Port Phillip,-37.83177,144.96809,Entire home/apt,175,3,2,2019-12-03,0.08,1,0,0,
40538927,"Large Room in Brunswick! A/C, Couch, Smart TV!",90729398,Valeria,,Moreland,-37.7714,144.98147,Private room,37,7,0,,,152,171,0,
40538941,Older style 60s home nice and bright and clean!,227597257,Jarrod,,Frankston,-38.16028,145.12247,Entire home/apt,210,4,1,2021-01-07,0.08,1,90,0,
40540646,"Large Brunswick Room w A/C, Smart TV & Parking!",90729398,Valeria,,Moreland,-37.77084,144.98104,Private room,37,7,2,2021-04-16,0.14,152,158,1,
40541009,"Large Room in Brunswick! A/C, Couch, Smart TV!",90729398,Valeria,,Moreland,-37.77252,144.98005,Private room,37,7,2,2021-12-19,0.08,152,161,1,
40541445,"Large Room in Brunswick! A/C, Couch, Smart TV!",90729398,Valeria,,Moreland,-37.77068,144.97965,Private room,37,7,0,,,152,172,0,
40542854,Beautiful St Kilda 1 Bed Standard Apartment,126540899,The Hamptons,,Port Phillip,-37.87071,144.99124,Entire home/apt,162,28,0,,,18,60,0,
40543302,Amazing St Kilda 1 Bed Deluxe Apartment,126540899,The Hamptons,,Port Phillip,-37.86926,144.99057,Entire home/apt,185,28,0,,,18,61,0,
